root_cnpj,cnpj_est,name,date_start,situation,situationDate,state,porte,activity
03822008,03822008000121,ALVORADA MADEIRAS LTDA,2000-05-15,Nula,2000-05-15,PA,DEMAIS,Comércio atacadista de madeira e produtos derivados
03822014,03822014000189,OESTE MADEIREIRA LTDA,2000-05-15,Nula,2000-05-15,PA,DEMAIS,Serrarias com desdobramento de madeira em bruto
03822019,03822019000101,INDUSTRIA E COMERCIO DE MADEIRAS MIRANDOPOLIS LTDA,2000-04-17,Nula,2000-04-17,PA,DEMAIS,Serrarias com desdobramento de madeira em bruto
03822227,03822227000100,MARGARETT MARY FLORENCIO,2000-05-23,Nula,2000-05-23,PE,DEMAIS,Atividades de psicologia e psicanálise
03822477,03822477000140,SAMUEL DAVID PINGARILHO CASTRO,2000-05-18,Nula,2000-05-18,PA,DEMAIS,Fabricação de produtos de panificação industrial
03822700,03822700000150,LUCIANA CLAUDIA FELIX PEREIRA GALVAO,2000-05-09,Nula,2000-05-09,PE,DEMAIS,Comércio varejista de móveis
03822799,03822799000190,FATUREI SERVICOS LTDA,2000-05-17,Nula,2000-05-17,RJ,DEMAIS,Comércio varejista de outros produtos não especificados anteriormente
03823307,03823307000180,"SERTEC - COMERCIO, SERVICOS, ASSISTENCIA TECNICA E INSTALACOES ELETRONICAS LTDA",2000-05-18,Nula,2000-05-18,SP,DEMAIS,Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente
03823320,03823320000130,CASTRO OLIVEIRA CONSTRUTORA & INCORPORADORA LTDA,2000-05-18,Nula,2000-05-18,GO,DEMAIS,Outras obras de engenharia civil não especificadas anteriormente
03823773,03823773000166,D H SANTOS SERVICOS LTDA,2000-05-22,Nula,2000-05-22,MG,DEMAIS,Outras atividades de serviços pessoais não especificadas anteriormente
03823849,03823849000153,LUZIA DE CASTRO,2000-05-18,Nula,2000-05-18,MG,DEMAIS,"Aparelhamento de pedras para construção, exceto associado à extração"
03823905,03823905000150,PARTIDO DA FRENTE LIBERAL,2000-05-16,Nula,2000-05-16,SC,DEMAIS,Atividades de organizações políticas
03825580,03825580000144,INDUSTRIA E COMERCIO DE MADEIRAS MUTUACA LTDA,2000-05-22,Nula,2000-05-22,PA,DEMAIS,Serrarias com desdobramento de madeira em bruto
03826122,03826122000120,A R ALMEIDA INFORMATICA,2000-05-11,Nula,2000-05-11,RJ,DEMAIS,Comércio varejista especializado de equipamentos e suprimentos de informática
03827192,03827192000100,CENTRO AUTOMOTIVO PERNAMBUES LTDA,2000-05-17,Nula,2000-05-17,BA,MICRO EMPRESA,Serviços de manutenção e reparação mecânica de veículos automotores
03828396,03828396000158,WGB ADMINISTRACAO E COMERCIO LTDA,2000-05-17,Nula,2000-05-17,RJ,DEMAIS,Casas de bingo
03831088,03831088000181,ANIZIO VIEIRA DE SOUZA,1977-10-05,Nula,1977-10-05,MT,DEMAIS,Comércio varejista de artigos de óptica
03831232,03831232000180,PEIXOTO E CASTELLANO COMUNICACOES LTDA.,2000-05-12,Nula,2012-09-28,MG,DEMAIS,Agências de publicidade
03831357,03831357000100,QUALITY CLEANERS S.A,2000-05-22,Nula,2000-05-22,SP,DEMAIS,Lavanderias
03831526,03831526000101,LUIZ GONZAGA COSTA SILVA,1977-10-14,Nula,1977-10-14,MT,DEMAIS,Comércio varejista de carnes - açougues
03832756,03832756000195,AUGOSTINHO BATISTA CASIMIRO,2000-05-16,Nula,2000-05-16,PB,DEMAIS,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns"
03832772,03832772000188,RNVS - EVENTOS E PROMOCOES LTDA,2000-05-18,Nula,2000-05-18,RJ,DEMAIS,Casas de bingo
03833560,03833560000115,ASSOCIACAO COMUNITARIASENHOR DO BOM FIM,2000-05-19,Nula,2000-05-19,PB,DEMAIS,Atividades de associações de defesa de direitos sociais
03833820,03833820000152,ALDO BATISTA DOS SANTOS,2000-04-25,Nula,2000-04-25,BA,DEMAIS,Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo
03684322,03684322000195,BOLA VEICULOS LTDA,1999-09-03,Suspensa,2014-06-18,RN,MICRO EMPRESA,"Comércio a varejo de automóveis, camionetas e utilitários usados"
03684419,03684419000106,MARIA DE LOURDES LOURENCO PRODUTOS,2000-03-10,Suspensa,2016-03-07,SP,MICRO EMPRESA,Comércio varejista de artigos médicos e ortopédicos
03684805,03684805000190,REDONDINHO BAR E RESTAURANTE LTDA,2000-02-04,Suspensa,2009-10-06,ES,MICRO EMPRESA,Fabricação de outros produtos alimentícios não especificados anteriormente
03684897,03684897000108,LANCHONETE MINE DELICIAS LTDA,2000-03-02,Suspensa,2017-03-29,DF,MICRO EMPRESA,"Lanchonetes, casas de chá, de sucos e similares"
03685165,03685165000132,TECNOPLASTIC LTDA,2000-03-09,Suspensa,2009-12-31,MG,MICRO EMPRESA,Fabricação de embalagens de material plástico
03685240,03685240000165,M-SUPORTE ASSESSORIA EMPRESARIAL LTDA,2000-02-28,Suspensa,2003-02-06,BA,DEMAIS,Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente
03685300,03685300000140,VIVIAN COMERCIO E REPRESENTACOES DE M ATERIAIS PARA CONSTRUCAO LTDA,2000-02-11,Suspensa,2012-03-07,BA,MICRO EMPRESA,Comércio varejista de materiais de construção não especificados anteriormente
03685305,03685305000172,R.V.V. CONSULTORIA LTDA,2000-02-04,Suspensa,2007-02-02,SP,MICRO EMPRESA,Consultoria em tecnologia da informação
03685314,03685314000163,SAVE COMERCIO E REPARACAO DE EQUIPAMENTOS LTDA,2000-02-29,Suspensa,2015-01-26,SP,MICRO EMPRESA,Manutenção e reparação de equipamentos de transmissão para fins industriais
03685416,03685416000189,LOCATELLI LOCADORA DE VEICULOS LTDA,2000-03-01,Suspensa,2013-07-23,RJ,EMPRESA DE PEQUENO PORTE,Locação de automóveis sem condutor
03685463,03685463000122,MARILDA GOMES DA SILVA ARAUJO,2000-03-03,Suspensa,2015-01-18,MG,DEMAIS,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados"
03685586,03685586000163,GOLDEN KING SERVICOS LTDA,2000-02-23,Suspensa,2017-06-28,RJ,MICRO EMPRESA,Comércio varejista de outros produtos não especificados anteriormente
03685645,03685645000101,EDSON MARTINS BENTO,2000-03-03,Suspensa,2012-08-22,MG,MICRO EMPRESA,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns"
03685663,03685663000185,ESCOLA INFANTIL CANTINHO DE APRENDER LTDA,2000-03-13,Suspensa,2019-08-06,MG,DEMAIS,Educação infantil - pré-escola
03685675,03685675000100,F. ALMEIDA DE SOUZA,2000-03-02,Suspensa,2001-06-01,RJ,MICRO EMPRESA,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns"
03686049,03686049000138,ANA LUCIA DA ROSA,1999-10-29,Suspensa,2010-11-22,RS,MICRO EMPRESA,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns"
03686093,03686093000148,MARIA DE FATIMA MARQUES DOMINGOS OLIVEIRA,2000-02-18,Suspensa,2015-04-15,SC,MICRO EMPRESA,Comércio varejista de brinquedos e artigos recreativos
03686096,03686096000181,MERCEARIA ONILCE DE SAO MATHEUS LTDA,2000-02-24,Suspensa,2008-05-27,RJ,MICRO EMPRESA,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns"
03686097,03686097000126,QRINO CORRETORA DE SEGUROS DE VIDA LTDA,2000-03-13,Suspensa,2015-01-18,BA,MICRO EMPRESA,"Corretores e agentes de seguros, de planos de previdência complementar e de saúde"
03686157,03686157000100,A.J.M.ADMINISTRACAO DE BENS LTDA,2000-01-10,Suspensa,2010-08-19,SP,DEMAIS,Atividades de associações de defesa de direitos sociais
03686280,03686280000121,SAINT CLAIR FUNDO DE INVESTIMENTO EM ACOES,2000-02-28,Suspensa,2008-10-28,RJ,DEMAIS,"Fundos de investimento, exceto previdenciários e imobiliários"
03686299,03686299000178,EVA FERREIRA DOS SANTOS MARTINS,2000-02-24,Suspensa,2013-04-02,SP,DEMAIS,Serviço de táxi
03686305,03686305000197,IVANETE DE CARVALHO SANTOS,2000-02-21,Suspensa,2007-01-25,SP,MICRO EMPRESA,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal"
03686520,03686520000198,MARIA HELENA VIANA PAIVA,2000-02-11,Suspensa,2013-04-29,BA,MICRO EMPRESA,"Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal"
03686716,03686716000182,PEDRO DA COSTA FERREIRA,2000-03-10,Suspensa,2017-07-31,MG,MICRO EMPRESA,"Fabricação de artigos do vestuário, produzidos em malharias e tricotagens, exceto meias"
03687170,03687170000184,ANTONIO BASTOS,2000-03-13,Suspensa,2012-01-31,RO,MICRO EMPRESA,Comércio atacadista de cereais e leguminosas beneficiados
03687286,03687286000113,HIDROGETE INSTALACAO ELETRICA HIDRAULICA E MECANICA S/C LTDA,2000-02-21,Suspensa,2012-10-09,SP,MICRO EMPRESA,"Instalações hidráulicas, sanitárias e de gás"
03687359,03687359000177,CONSORCIO INTERMUNICIPAL DE SAUDE DA MICRO-REGIAO DO CAPARAO,2000-03-13,Suspensa,2019-01-29,ES,DEMAIS,Atividades de associações de defesa de direitos sociais
03687388,03687388000139,ESTALAV - COMERCIO DE VEICULOS LTDA,2000-02-08,Suspensa,2011-12-02,SP,DEMAIS,"Comércio a varejo de automóveis, camionetas e utilitários novos"
03687670,03687670000116,JUSSARA CABRAL ORTIZ,1980-09-08,Suspensa,2009-12-11,MT,DEMAIS,Comércio varejista de artigos do vestuário e acessórios
03688179,03688179000100,OPCAO DE FRIBURGO ROAD EXPRESS LTDA,2000-02-09,Suspensa,2019-05-08,RJ,MICRO EMPRESA,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional"
03688379,03688379000162,JANIO DE AMORIM RAMOS IBITINGA,2000-03-10,Suspensa,2012-12-31,SP,MICRO EMPRESA,Fabricação de artefatos têxteis para uso doméstico
03688396,03688396000108,ESKILO RESTAURANTE BUFFET E COMERCIO DE ALIMENTOS LTDA,2000-03-01,Suspensa,2015-02-11,RJ,MICRO EMPRESA,Restaurantes e similares
03688438,03688438000100,ADALBERTO C DE ARAUJO,2000-03-10,Suspensa,2014-07-28,TO,DEMAIS,Comercio varejista de artigos de armarinho
03688440,03688440000171,FOTO QUEIMADENSE 2000 LTDA,2000-03-13,Suspensa,2003-04-15,RJ,DEMAIS,Outras atividades de serviços pessoais não especificadas anteriormente
03688592,03688592000174,GLADSTON LELES MENDES,2000-01-28,Suspensa,2012-03-20,MT,DEMAIS,Comércio varejista especializado de equipamentos e suprimentos de informática
03688650,03688650000160,ACI - ACAMPAMENTO CRISTAO INTERNACIONAL,2000-02-24,Suspensa,2017-11-29,PR,DEMAIS,Outros alojamentos não especificados anteriormente
03688692,03688692000109,ADERVO PINTO DE OLIVEIRA,1999-05-06,Suspensa,2018-12-14,MG,MICRO EMPRESA,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional"
03688723,03688723000113,REBOUCAS PARK LAVA-RAPIDO & ESTACIONAMENTO LTDA,2000-03-02,Suspensa,2010-09-20,SP,MICRO EMPRESA,Estacionamento de veículos
03688790,03688790000138,SOLDAESTOR LTDA,2000-02-21,Suspensa,2019-01-02,MG,MICRO EMPRESA,Serviços de manutenção e reparação mecânica de veículos automotores
03688977,03688977000131,SEALIAH COMERCIO E SERVICOS LTDA,2000-03-13,Suspensa,2019-07-31,MT,MICRO EMPRESA,"Comércio a varejo de automóveis, camionetas e utilitários novos"
03689111,03689111000145,MARIA LUCIA FERREIRA VAGNER,2000-02-25,Suspensa,2009-06-18,SC,DEMAIS,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns"
03689317,03689317000175,R & A PRESTACAO DE SERVICOS E COMERCIO DE ELETROELETRONICOS LTDA,2000-03-02,Suspensa,2001-03-28,BA,DEMAIS,Reparação e manutenção de equipamentos eletroeletrônicos de uso pessoal e doméstico
03689398,03689398000103,BENTO CARVALHO DE SOUZA,2000-03-02,Suspensa,2013-09-20,PI,DEMAIS,Fabricação de produtos de padaria e confeitaria com predominância de produção própria
03689417,03689417000100,IRLENE DE ALMEIDA GOES,2000-02-19,Suspensa,2003-03-28,BA,DEMAIS,Serviços de manutenção e reparação mecânica de veículos automotores
03689491,03689491000118,VALDIR REGINALDO SAO ROQUE,2000-02-10,Suspensa,2013-04-17,SP,MICRO EMPRESA,Comércio varejista de bebidas
03689525,03689525000174,CARMELITA BEZERRA DE LIMA,2000-03-02,Suspensa,2014-11-04,PE,MICRO EMPRESA,"Fabricação de artigos do vestuário, produzidos em malharias e tricotagens, exceto meias"
03689807,03689807000171,CAFE E BAR J.J.JORGE DE TURIACU LTDA,2000-03-02,Suspensa,2009-02-20,RJ,DEMAIS,Comércio varejista de bebidas
03689828,03689828000197,ASSOCIACAO DE AGRICULTORES DAS LOCALIDADES DE PEDREIRA E FAXINAL,2000-03-08,Suspensa,2020-02-07,RS,DEMAIS,Atividades de associações de defesa de direitos sociais
03689855,03689855000160,LANTRONIC REPRESENTACOES COMERCIAIS LTDA,2000-03-13,Suspensa,2017-05-03,MG,EMPRESA DE PEQUENO PORTE,"Representantes comerciais e agentes do comércio de máquinas, equipamentos, embarcações e aeronaves"
03690444,03690444000194,BAZAR SELEBECA LTDA,2000-02-17,Suspensa,2004-07-27,RJ,DEMAIS,Comercio varejista de artigos de armarinho
03690494,03690494000171,TEREZA MARGARIDA BEZERRA DE MENEZES JUCA,2000-03-13,Suspensa,2020-10-27,CE,MICRO EMPRESA,"Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas"
03690548,03690548000107,ABM RADIODIFUSAO LTDA,2000-02-21,Suspensa,2016-04-12,MG,MICRO EMPRESA,Atividades de rádio
03690572,03690572000138,ROBERTO MURILO RODRIGUES - PUBLICACOES,2000-01-17,Suspensa,2011-01-03,SP,MICRO EMPRESA,Edição integrada à impressão de revistas
03690664,03690664000118,JACI IZIDORIO DA SILVA,2000-03-15,Suspensa,2014-05-15,GO,MICRO EMPRESA,"Comércio varejista de artigos de caça, pesca e camping"
03690678,03690678000131,ANDERSON FRANCISCO RODRIGUES,2000-01-26,Suspensa,2008-08-14,SP,MICRO EMPRESA,Fabricação de produtos de panificação industrial
03690896,03690896000176,WELLINGTON APARECIDO DE OLIVEIRA,2000-03-10,Suspensa,2015-01-18,MG,MICRO EMPRESA,"Fabricação de artigos de serralheria, exceto esquadrias"
03690909,03690909000107,FERRONORTE IMPORTACAO E EXPORTACAO LTDA,2000-02-18,Suspensa,2018-01-11,AC,MICRO EMPRESA,Comércio varejista de materiais de construção em geral
03691059,03691059000161,AGUA DE COCO DA BAHIA LTDA,2000-02-01,Suspensa,2012-11-14,BA,MICRO EMPRESA,Fabricação de outros produtos alimentícios não especificados anteriormente
03691067,03691067000108,S. MARIA DA SILVA DE SOUSA - COMERCIO,2000-03-02,Suspensa,2017-05-17,MA,MICRO EMPRESA,Comércio a varejo de peças e acessórios novos para motocicletas e motonetas
03691196,03691196000104,MARIA DO CARMO BORGES SANTOS,2000-03-09,Suspensa,2002-06-05,BA,DEMAIS,"Comércio varejista de doces, balas, bombons e semelhantes"
03691206,03691206000101,CENTRAL JORNALISTICA DO VALE LTDA,2000-02-23,Suspensa,2007-01-25,SP,MICRO EMPRESA,Edição integrada à impressão de jornais diários
03691496,03691496000185,MIRIAN DA CONCEICAO SANTOS,2000-03-02,Suspensa,2009-08-20,SP,MICRO EMPRESA,Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo
03691719,03691719000104,E M R PORTO,2000-03-14,Suspensa,2013-03-15,SC,MICRO EMPRESA,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns"
03691971,03691971000113,MANOELA LORENI FRANCO ANTOCHEVIEZ,2000-03-13,Suspensa,2010-11-24,RS,MICRO EMPRESA,Transporte escolar
03692062,03692062000108,EDNALDO NICOLAU DA SILVA,2000-02-28,Suspensa,2014-12-26,TO,DEMAIS,Serrarias com desdobramento de madeira em bruto
03692066,03692066000188,CLAUDIOMAR BUENO,2000-03-15,Suspensa,2013-02-20,RS,MICRO EMPRESA,Comércio varejista de plantas e flores naturais
03692067,03692067000122,J. E. MARQUES - COSMETICOS,2000-03-15,Suspensa,2012-05-28,RS,DEMAIS,Comércio atacadista de cosméticos e produtos de perfumaria
03692133,03692133000164,A R SCHNEIDER COMERCIO,2000-03-14,Suspensa,2009-05-14,MT,MICRO EMPRESA,Serviços de manutenção e reparação mecânica de veículos automotores
03692296,03692296000147,WERNECK & SILVA ENGENHARIA E CONSULTORIA LTDA,2000-03-14,Suspensa,2017-11-21,MG,DEMAIS,Serviços de engenharia
03692414,03692414000117,JACINTO PEREIRA,2000-03-09,Suspensa,2015-01-26,BA,MICRO EMPRESA,Comércio varejista de materiais de construção em geral
03692546,03692546000149,JURACI FUTOSHI YOSHIKAWA,2000-03-08,Suspensa,2015-01-26,SP,MICRO EMPRESA,Comércio varejista de artigos de joalheria
03692706,03692706000150,VERNISSAGE CALCADOS E ACESSORIOS LTDA,2000-03-14,Suspensa,2015-07-03,MG,EMPRESA DE PEQUENO PORTE,Comércio varejista de calçados
03692862,03692862000110,ZTK EQUIPAMENTOS E SISTEMAS LTDA,2000-03-08,Suspensa,2007-11-30,SP,MICRO EMPRESA,Comércio varejista de outros produtos não especificados anteriormente
03692870,03692870000167,SMART LAUNDRY SERVICOS DE LAVANDERIA E AFINS LTDA,2000-02-01,Suspensa,2015-11-20,DF,MICRO EMPRESA,Lavanderias
03693224,03693224000114,ANTONIA IZALVY MARTINS NORONHA,2000-03-09,Suspensa,2006-03-21,CE,MICRO EMPRESA,"Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida"
03693483,03693483000145,ANTONIA APARECIDA DE OLIVEIRA CPF 774.260.376-49,2000-03-10,Suspensa,2013-01-18,MG,MICRO EMPRESA,"Fabricação de produtos de pastas celulósicas, papel, cartolina, papel-cartão e papelão ondulado não especificados anteriormente"
03693542,03693542000185,ANA CLEA M S RABELO,2000-03-13,Suspensa,2012-12-10,AL,DEMAIS,Comércio varejista de artigos do vestuário e acessórios
03693706,03693706000174,DISTRIBUIDORA COMERCIO E INDUSTRIA CARVALHAIS & CARVALHAIS LTDA,2000-03-14,Suspensa,2019-04-30,MG,MICRO EMPRESA,Fabricação de outros produtos alimentícios não especificados anteriormente
03693902,03693902000149,JULIO VEICULOS LTDA,2000-03-13,Suspensa,2002-11-14,MG,MICRO EMPRESA,"Comércio a varejo de automóveis, camionetas e utilitários usados"
03694057,03694057000126,CICERA LEITE DE M. SANTOS,2000-03-02,Suspensa,2010-09-17,PE,MICRO EMPRESA,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns"
03694196,03694196000150,JOCIMARA NUNES REPRESENTACAO,2000-03-02,Suspensa,2006-03-15,SP,MICRO EMPRESA,Comércio varejista de outros artigos de uso doméstico não especificados anteriormente
03694295,03694295000131,SHIP OFFSHORE LTDA,2000-03-16,Suspensa,2019-12-17,RJ,DEMAIS,Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente
03694313,03694313000185,RTB SERVICOS DE ARRECADACAO DE CONTAS LTDA,2000-03-10,Suspensa,2014-01-14,PE,DEMAIS,Outras atividades auxiliares dos serviços financeiros não especificadas anteriormente
03694430,03694430000149,CONSTRULUCAS DE PEDRO LEOPOLDO LTDA,2000-02-17,Suspensa,2015-01-18,MG,MICRO EMPRESA,Comércio varejista de materiais de construção não especificados anteriormente
03694442,03694442000173,RONALDO RODRIGUES QUINTAO,2000-03-14,Suspensa,2015-01-18,MG,MICRO EMPRESA,Serviços ambulantes de alimentação
03695011,03695011000121,AGENOR FERREIRA COLCHOES,2000-03-10,Suspensa,2007-03-14,SP,MICRO EMPRESA,Comércio varejista de artigos de colchoaria
03695085,03695085000168,ROSANA SILVA,1990-12-12,Suspensa,2014-04-17,MT,DEMAIS,"Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas"
03695154,03695154000133,C C DE ARAUJO INFORMATICA,2000-02-18,Suspensa,2008-02-21,CE,MICRO EMPRESA,Consultoria em tecnologia da informação
03695175,03695175000159,MT EMPREITEIRA LTDA,2000-03-15,Suspensa,2014-06-16,MG,MICRO EMPRESA,Construção de edifícios
03695408,03695408000113,CURSO PADRAO LTDA,2000-03-15,Suspensa,2009-01-27,AM,MICRO EMPRESA,Outras atividades de ensino não especificadas anteriormente
03695484,03695484000129,CRHISTYE TRANSPORT LTDA,2000-03-09,Suspensa,2004-04-20,PE,MICRO EMPRESA,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional"
03695695,03695695000161,PETTY ALIMENTOS LTDA,2000-03-14,Suspensa,2017-01-20,GO,MICRO EMPRESA,Fabricação de produtos de carne
03695706,03695706000103,T. MODOLO CONFECCOES,2000-03-15,Suspensa,2012-03-07,PR,EMPRESA DE PEQUENO PORTE,"Fabricação de acessórios do vestuário, exceto para segurança e proteção"
03695787,03695787000141,GILBERTO ALVES DA SILVA -MARCENARIA,2000-02-28,Suspensa,2012-03-12,GO,MICRO EMPRESA,Comércio varejista de madeira e artefatos
03695878,03695878000187,JMMJ BEBIDAS LTDA,2000-03-02,Suspensa,2011-05-30,SP,DEMAIS,Comércio varejista de bebidas
03696237,03696237000147,ZILMA DIAS DE LIMA,2000-03-03,Suspensa,2018-07-20,MT,MICRO EMPRESA,Comércio varejista de artigos do vestuário e acessórios
03696290,03696290000148,E.T.S.SAMPAIO,2000-03-14,Suspensa,2015-01-26,MA,MICRO EMPRESA,Comércio varejista de materiais de construção não especificados anteriormente
03696321,03696321000160,GERSEPA - SERVICOS DE SEGURANCA E VIGILANCIA LTDA,2000-02-23,Suspensa,2017-06-21,PR,DEMAIS,Atividades de vigilância e segurança privada
03696806,03696806000154,MINA DE SOL ENERGIA SOLAR LTDA,2000-02-25,Suspensa,2001-08-13,PE,DEMAIS,"Produção e distribuição de vapor, água quente e ar condicionado"
03696842,03696842000118,UNIAO COMERCIAL HOSPITALAR LTDA,2000-02-29,Suspensa,2009-01-14,SP,DEMAIS,Comércio atacadista de medicamentos e drogas de uso humano
03696872,03696872000124,FARLEY COSMETICOS LTDA,2000-03-01,Suspensa,2016-09-30,DF,MICRO EMPRESA,"Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal"
03697060,03697060000101,ADEMILTON GADELHA DOS SANTOS,2000-03-09,Suspensa,2007-05-28,PB,MICRO EMPRESA,Comércio varejista de bicicletas e triciclos; peças e acessórios
03697306,03697306000137,CONSTRUTORA SILCAR LTDA,2000-03-13,Suspensa,2006-03-06,MA,MICRO EMPRESA,Outras obras de engenharia civil não especificadas anteriormente
03697441,03697441000182,GARIMPO REFERENCIADO DI - FUNDO DE INVESTIMENTO,2000-03-15,Suspensa,2013-11-13,SP,DEMAIS,"Fundos de investimento, exceto previdenciários e imobiliários"
03697665,03697665000194,PFL ( PARTIDO DA FRENTE LIBERAL ) DE BARRA LONGA,2000-02-25,Suspensa,2015-01-18,MG,DEMAIS,Atividades de organizações políticas
03697924,03697924000187,A. C. A. SELF PARKING LTDA,2000-03-15,Suspensa,2016-01-11,MG,MICRO EMPRESA,Outras atividades de serviços pessoais não especificadas anteriormente
03698210,03698210000193,CARLOS EDUARDO CABRAL TRANSPORTES,2000-03-16,Suspensa,2008-11-05,SP,MICRO EMPRESA,Outras atividades auxiliares dos transportes terrestres não especificadas anteriormente
03698212,03698212000182,ELVIO W R ACOSTA,2000-03-10,Suspensa,2008-09-26,SP,MICRO EMPRESA,Comércio varejista de artigos de óptica
03698341,03698341000170,PARALELO - PLATAFORMA DE SEGUROS LTDA.,2000-03-16,Suspensa,2002-02-26,RS,DEMAIS,"Atividades auxiliares dos seguros, da previdência complementar e dos planos de saúde não especificadas anteriormente"
03698391,03698391000158,C R G DE OLIVEIRA DE CARNAIBA DO SERTAO,2000-03-16,Suspensa,2009-08-13,BA,MICRO EMPRESA,Comércio varejista de outros produtos não especificados anteriormente
03698427,03698427000101,CLINICA DR. PAULO ROBERTO CAMARGO LTDA,2000-03-01,Suspensa,2019-03-26,SP,MICRO EMPRESA,Atividade médica ambulatorial restrita a consultas
03698638,03698638000136,MARIA DO PERPETUO SOCORRO TORRES DA SILVA,2000-03-17,Suspensa,2013-03-15,AM,DEMAIS,Outras obras de acabamento da construção
03698724,03698724000149,JNY - SERVICOS DE INFORMATICA LTDA,2000-03-10,Suspensa,2006-06-01,SP,MICRO EMPRESA,Consultoria em tecnologia da informação
03698763,03698763000146,MEDEIROS & CIA LTDA,2000-03-14,Suspensa,2001-07-31,RS,DEMAIS,Atividades de profissionais da área de saúde não especificadas anteriormente
03698894,03698894000123,ODONTO LIFE LTDA,2000-03-13,Suspensa,2006-10-04,PE,DEMAIS,Atividades de profissionais da área de saúde não especificadas anteriormente
03698896,03698896000112,DODO AUTOPECAS LTDA,2000-03-16,Suspensa,2019-01-24,PE,MICRO EMPRESA,Comércio a varejo de peças e acessórios novos para veículos automotores
03699037,03699037000148,FABIOLA ANDREA ARRUDA FERNANDES,2000-02-01,Suspensa,2012-04-16,SP,MICRO EMPRESA,Comercio varejista de artigos de armarinho
03699103,03699103000180,J. A. DA SILVA LIMA PAES E DOCES,2000-03-10,Suspensa,2015-01-26,AL,MICRO EMPRESA,Padaria e confeitaria com predominância de revenda
03699586,03699586000112,M S A - AR CONDICIONADO E REFRIGERACAO LTDA,2000-03-17,Suspensa,2014-08-28,BA,MICRO EMPRESA,Serviços de engenharia
03699959,03699959000155,FELICIO ARLINDO MANHAS,2000-03-10,Suspensa,2002-02-28,RS,DEMAIS,"Comercio varejista de artigos de cama, mesa e banho"
03699962,03699962000179,CLINICA MEDICA DR. VIDAL HADDAD SOCIEDADE SIMPLES LTDA,2000-02-01,Suspensa,2013-02-15,SP,MICRO EMPRESA,Atividade médica ambulatorial restrita a consultas
03700239,03700239000162,TEREZA HISAKO HARADA YONEDA,1999-08-04,Suspensa,2016-07-27,SP,MICRO EMPRESA,Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente
03700398,03700398000167,CONTER & CONTER LTDA,2000-03-16,Suspensa,2011-01-28,RS,MICRO EMPRESA,"Comércio varejista de discos, CDs, DVDs e fitas"
03700547,03700547000198,V R F DIAS & CIA LTDA,2000-03-14,Suspensa,2010-06-04,RS,MICRO EMPRESA,"Fabricação de outras máquinas e equipamentos de uso geral não especificados anteriormente, peças e acessórios"
03700686,03700686000111,JOAO CLEMENTINO DOS SANTOS HORTIFRUTIGRANJEIROS,2000-02-22,Suspensa,2008-02-25,SP,MICRO EMPRESA,"Comércio atacadista de frutas, verduras, raízes, tubérculos, hortaliças e legumes frescos"
03700694,03700694000168,M A DA SILVA LANCHONETE BAR E MERCEARIA,2000-03-17,Suspensa,2012-02-08,RJ,MICRO EMPRESA,"Lanchonetes, casas de chá, de sucos e similares"
03700764,03700764000188,GILDAZIA M DOS SANTOS,2000-03-17,Suspensa,2007-02-02,MT,MICRO EMPRESA,Hotéis
03700828,03700828000140,JOSE CARLOS RIBEIRO,2000-02-16,Suspensa,2015-01-18,MG,MICRO EMPRESA,Fabricação de outros produtos têxteis não especificados anteriormente
03700896,03700896000100,NADIR ANTONIO SALVADORI,2000-02-14,Suspensa,2006-12-01,RS,MICRO EMPRESA,"Representantes comerciais e agentes do comércio de produtos alimentícios, bebidas e fumo"
